what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077296028
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1520077296501
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077297151
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077324066
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077345971
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077348909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077350946
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077352092
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077354490
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077355773
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077357539
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077358757
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077374787
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077376229
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077380581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077381473
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077382279
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077382605
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077383245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077384582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077389229
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077391784
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520077412128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1520077439482
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520077440968
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077442930
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077665113
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1520077700885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.selectAll",1520077710116
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077712677
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077844279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077844870
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077923861
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520077929664
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1520077956291
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520077969384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077971884
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077978930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077979920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077981210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520077983113
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078373309
error,log,,,"Resource is out of sync with the file system: '/OIRP_WEB/outboundform2.php'.",1520078521566
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1520078521566
started,bundle,org.eclipse.dltk.validators.ui,2.0.0.v20091214-1712,"org.eclipse.dltk.validators.ui",1520078521824
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1520078525274
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078529937
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078529982
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1520078534098
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078534257
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078534304
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1520078546335
opened,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078546651
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078546689
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078555466
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078601661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078603862
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078605356
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078633067
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078652393
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078688970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1520078765795
activated,view,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.ui.explorer",1520078833687
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520078833875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1520078994163
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1520079002823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1520079003038
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1520079003272
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1520079003488
activated,editor,org.eclipse.php.ui,2.2.1.v20101001-2300,"org.eclipse.php.editor",1520079007798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1520079022941
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1520079023374
